amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel
-0.9430152969873633,-0.3746264663501654,-0.3292441112162234,3.266284040808332,1.4521610197958186,-0.7042992789696493,0.30252232995922035,False,False,False,False
-0.46440851121589016,-0.3746264663501654,-0.3292441112162234,3.266284040808332,0.10244355553722696,-0.006212968166151223,0.43604795393433576,False,True,False,False
3.5080164071422866,-0.8080045556766977,-0.3292441112162234,3.266284040808332,-0.6422281488813064,1.389959653440845,-1.233022345754607,False,False,False,True
-0.9098879986155232,0.9255078016294318,-0.3292441112162234,-0.30615830941405886,-0.4560602227766731,0.6918733426373468,0.16899670598410493,False,False,True,False
-0.38070649054487243,-0.8080045556766977,-0.3292441112162234,-0.30615830941405886,1.1729091306388686,-0.006212968166151223,0.5695735779094512,False,False,True,False
-0.5416105112080959,1.3588858909559642,-0.3292441112162234,-0.30615830941405886,-1.3403578717736815,-0.7042992789696493,-0.1648173539536836,False,False,False,True
0.9711837751975181,-1.096923281894386,-0.3292441112162234,-0.30615830941405886,0.009359592484910289,0.6918733426373468,0.6363363898970089,True,False,False,False
-0.6513126145943615,1.6478046171736525,-0.3292441112162234,-0.30615830941405886,0.800573278429602,-0.006212968166151223,1.5042529457352591,False,False,False,False
-0.5696062143071896,-1.6747607343297626,-0.3292441112162234,3.266284040808332,1.0332831860603937,-0.006212968166151223,0.9701504498347975,False,True,False,False
-0.199903283768444,1.0699671647382758,-0.3292441112162234,-0.30615830941405886,-0.26989229667203973,-0.7042992789696493,-1.7003620296675108,False,True,False,False
0.1669487605076649,-1.3858420081120744,-0.3292441112162234,-0.30615830941405886,-1.014564001090573,1.389959653440845,1.3707273217601437,False,True,False,False
-0.50169810353118,-1.2413826450032301,-0.3292441112162234,-0.30615830941405886,0.940199223008077,-0.7042992789696493,-0.8324454738292607,False,False,False,True
0.5571210544121433,0.7810484385205877,-0.3292441112162234,-0.30615830941405886,0.7540312969034436,2.0880459642443427,0.23575951797166264,False,False,False,True
-0.4428558110703556,-1.5303013712209184,-0.3292441112162234,-0.30615830941405886,1.5452449828481354,1.389959653440845,1.303964509772586,False,False,False,True
0.0791414636184503,1.3588858909559642,-0.3292441112162234,-0.30615830941405886,0.10244355553722696,-0.006212968166151223,1.5042529457352591,True,False,False,False
1.477558193167074,-1.6747607343297626,3.037260093448637,-0.30615830941405886,-0.3629762597243564,0.6918733426373468,1.7045413816979322,False,False,True,False
0.25538325237465986,-1.3858420081120744,-0.3292441112162234,-0.30615830941405886,-0.6887701304074647,-1.4023855897731472,0.16899670598410493,False,True,False,False
4.566721529635104,-1.6747607343297626,-0.3292441112162234,-0.30615830941405886,-0.08372437056740638,-0.006212968166151223,-1.5668364056923956,False,False,False,False
-0.5127025245049582,-0.5190858294590095,-0.3292441112162234,-0.30615830941405886,1.359077056743502,0.6918733426373468,1.3707273217601437,False,False,False,False
-0.04966157772748227,-1.5303013712209184,-0.3292441112162234,-0.30615830941405886,-0.08372437056740638,-0.006212968166151223,0.5028107659218934,True,False,False,False
1.7383002507478398,1.3588858909559642,-0.3292441112162234,3.266284040808332,0.6144053523249686,-0.7042992789696493,1.7045413816979322,False,False,False,False
-0.4368119321935655,-0.23016710324132125,-0.3292441112162234,-0.30615830941405886,0.800573278429602,-1.4023855897731472,-0.03129172997856819,False,False,False,True
-0.6091194979073362,-1.3858420081120744,-0.3292441112162234,-0.30615830941405886,-0.26989229667203973,-1.4023855897731472,0.836624825859682,False,True,False,False
-0.9833268287410482,0.49212971230289937,-0.3292441112162234,-0.30615830941405886,0.5213213892726519,-0.006212968166151223,1.303964509772586,False,False,True,False
-0.47239099275127333,1.6478046171736525,-0.3292441112162234,-0.30615830941405886,-1.6661517424567898,-0.7042992789696493,0.836624825859682,False,False,False,False
-0.879782639682078,-0.9524639187855419,-0.3292441112162234,-0.30615830941405886,0.2886114816418603,-0.006212968166151223,-0.4318686019039144,False,False,False,True
1.70163785341033,-1.3858420081120744,-0.3292441112162234,-0.30615830941405886,-1.6196097609306315,0.6918733426373468,-0.8992082858168184,False,True,False,False
-0.9513969025995156,-0.23016710324132125,-0.3292441112162234,-0.30615830941405886,0.8936572414819186,-0.006212968166151223,1.1704388857974706,False,True,False,False
0.6406520219074027,-1.2413826450032301,-0.3292441112162234,-0.30615830941405886,1.2659930936911854,-1.4023855897731472,0.5695735779094512,True,False,False,False
-0.04544226605877985,1.6478046171736525,-0.3292441112162234,-0.30615830941405886,0.8471152599557603,-1.4023855897731472,0.7698620138721243,False,False,True,False
0.25749290820901116,1.5033452540648082,-0.3292441112162234,-0.30615830941405886,-0.9680220195644147,-0.7042992789696493,-1.7003620296675108,False,False,False,False
-0.19334624536437922,1.6478046171736525,-0.3292441112162234,-0.30615830941405886,-1.6661517424567898,-1.4023855897731472,-1.5668364056923956,False,False,True,False
-0.6868346574268166,-0.23016710324132125,-0.3292441112162234,-0.30615830941405886,0.4282374262203353,-1.4023855897731472,1.7045413816979322,False,False,False,True
0.3969012464519527,-0.23016710324132125,-0.3292441112162234,-0.30615830941405886,1.1729091306388686,-1.4023855897731472,1.303964509772586,False,False,True,False
1.1075701740020647,-0.5190858294590095,-0.3292441112162234,-0.30615830941405886,0.5213213892726519,1.389959653440845,1.6377785697103746,False,False,True,False
-0.16147333694809932,0.9255078016294318,-0.3292441112162234,-0.30615830941405886,-0.1302663520935647,1.389959653440845,-0.1648173539536836,False,True,False,False
-0.6973259188733202,-1.6747607343297626,-0.3292441112162234,3.266284040808332,0.940199223008077,0.6918733426373468,1.4374901337477013,False,False,False,False
1.4618783187225715,-0.6635451925678536,-0.3292441112162234,-0.30615830941405886,0.381695444694177,-1.4023855897731472,0.5028107659218934,False,False,False,False
-0.8999669144215469,1.0699671647382758,-0.3292441112162234,-0.30615830941405886,1.638328945900452,-0.7042992789696493,1.7045413816979322,False,True,False,False
0.4719935906098072,1.3588858909559642,-0.3292441112162234,-0.30615830941405886,0.7540312969034436,-1.4023855897731472,-0.03129172997856819,True,False,False,False
-0.6546766603842731,1.21442652784712,-0.3292441112162234,3.266284040808332,-0.6887701304074647,-0.7042992789696493,-0.0980545419661259,False,False,True,False
0.14562413126314144,-1.3858420081120744,-0.3292441112162234,3.266284040808332,1.5452449828481354,-0.7042992789696493,1.5042529457352591,False,False,True,False
-0.9813882260824551,-0.23016710324132125,-0.3292441112162234,-0.30615830941405886,1.4056190382696603,-0.006212968166151223,-0.9659710978043761,False,False,True,False
-0.8955765495770862,-0.5190858294590095,-0.3292441112162234,-0.30615830941405886,1.3125350752173437,-1.4023855897731472,-1.5000735937048377,False,True,False,False
0.5253621814463687,-1.5303013712209184,-0.3292441112162234,-0.30615830941405886,0.05590157401106862,-1.4023855897731472,1.036913261822355,False,False,False,False
-0.525759583587835,-1.5303013712209184,-0.3292441112162234,-0.30615830941405886,0.9867412045342353,1.389959653440845,-1.6335992176799532,False,False,False,True
0.891758083920456,1.21442652784712,-0.3292441112162234,-0.30615830941405886,-0.9680220195644147,-1.4023855897731472,-0.49863141389147214,True,False,False,False
-0.011459701808148643,-0.6635451925678536,-0.3292441112162234,3.266284040808332,1.359077056743502,-0.006212968166151223,0.9701504498347975,False,False,False,False
-0.21666649499274862,0.34767034919405526,-0.3292441112162234,-0.30615830941405886,0.9867412045342353,-0.006212968166151223,-0.8324454738292607,False,False,False,False
0.20566379595427334,-0.8080045556766977,-0.3292441112162234,-0.30615830941405886,1.2659930936911854,-0.7042992789696493,0.10223389399654723,True,False,False,False
1.1721142389881627,-1.2413826450032301,-0.3292441112162234,-0.30615830941405886,0.5678633707988103,-0.7042992789696493,1.7045413816979322,False,False,False,False
0.22265507807958887,0.6365890754117435,3.037260093448637,-0.30615830941405886,-0.5026022043028314,-1.4023855897731472,0.5028107659218934,False,False,False,False
-0.5169788538989135,1.0699671647382758,-0.3292441112162234,-0.30615830941405886,-1.4799838163521564,-0.7042992789696493,0.23575951797166264,False,False,False,False
